3:44:23 PM-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
3:44:23 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[115200],F[N,8,1], , CmdType [100], Cmd [80 46 00 42 48], wT = 600
3:44:24 PM-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$80M], Rec []Raw []
3:44:25 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[9600],F[N,8,1], , CmdType [100], Cmd [80 46 00 42 48], wT = 600
3:44:25 PM-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$00M], Rec []Raw []
3:44:26 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[115200],F[N,8,1], , CmdType [100], Cmd [00 46 00 43 A0], wT = 600
3:44:26 PM-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$00M], Rec []Raw []
3:44:27 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[9600],F[N,8,1], , CmdType [100], Cmd [00 46 00 43 A0], wT = 600
3:44:28 PM-> DCON Error_GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$81M], Rec []Raw []
3:44:28 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[115200],F[N,8,1], , CmdType [100], Cmd [81 46 00 13 88], wT = 600
3:44:29 PM-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$81M], Rec []Raw []
3:44:29 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[9600],F[N,8,1], , CmdType [100], Cmd [81 46 00 13 88], wT = 600
3:44:30 PM-> [8752]DCON GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$01M], Rec [!01RU-87P1]Raw [21 30 31 52 55 2D 38 37 50 31 ]
3:44:30 PM-> [0]DCON GET_MODULE_FIRMWARE,B[115200],F[N,8,1], C[Disable], Cmd [$01F], Rec [!01A4.0]Raw [21 30 31 41 34 2E 30 ]
3:44:30 PM-> [0]DCON READ_GetRUDipSwitch,B[115200],F[N,8,1], C[Disable], Cmd [$01L], Rec [!0163]Raw [21 30 31 36 33 ]
3:44:30 PM-> [0]DCON READ_GetHotSwapSlotStatus_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HZ0], Rec [!0100]Raw [21 30 31 30 30 ]
3:44:30 PM-> [0]DCON GET_MODULE_FIRMWARE,B[115200],F[N,8,1], C[Disable], Cmd [$01F], Rec [!01A4.0]Raw [21 30 31 41 34 2E 30 ]
3:44:30 PM-> DCON GET_MODULE_PROTOCOL,B[115200],F[None Parity], C[Disable], Cmd [$01P], Rec [?01]Raw [3F 30 31 ]
3:44:30 PM-> DCON Error_GET_MODULE_PROTOCOL,B[115200],F[N,8,1], C[Disable], Cmd [$01P], Rec [?01]Raw [3F 30 31 ]
3:44:30 PM-> [15]DCON READ_GetHotSwapSlotID_0,B[115200],F[N,8,1], C[Disable], Cmd [~01HN0], Rec [!0187024U]Raw [21 30 31 38 37 30 32 34 55 ]
3:44:30 PM-> [0]DCON GET_MODULE_NAME,B[115200],F[N,8,1], C[Disable], Cmd [$02M], Rec [!0287024U]Raw [21 30 32 38 37 30 32 34 55 ]
3:44:30 PM-> [16]DCON GET_MODULE_FIRMWARE,B[115200],F[N,8,1], C[Disable], Cmd [$02F], Rec [!02A2.6]Raw [21 30 32 41 32 2E 36 ]
3:44:30 PM-> DCON GET_MODULE_PROTOCOL,B[115200],F[None Parity], C[Disable], Cmd [$02P], Rec [?02]Raw [3F 30 32 ]
3:44:30 PM-> DCON Error_GET_MODULE_PROTOCOL,B[115200],F[N,8,1], C[Disable], Cmd [$02P], Rec [?02]Raw [3F 30 32 ]
3:44:30 PM-> Modbus RTU Timeout  GET_MODULE_NAME,B[115200],F[N,8,1], , CmdType [100], Cmd [01 46 00 12 60], wT = 600
3:44:31 PM-> DCON Error_GET_MODULE_NAME,B[9600],F[N,8,1], C[Disable], Cmd [$01M], Rec []Raw []
3:44:31 PM-> Close COM 1
3:44:31 PM-> [1934]DCON GET_GetWDTConfig,B[115200],F[N,8,1], C[Disable], Cmd [~022], Rec [!020FF]Raw [21 30 32 30 46 46 ]
3:44:31 PM-> [16]DCON GET_MODULE_CONFIG,B[115200],F[N,8,1], C[Disable], Cmd [$022], Rec [!02000A02]Raw [21 30 32 30 30 30 41 30 32 ]
3:44:31 PM-> [0]DCON GET_RESPONSE_DELAY_TIME,B[115200],F[N,8,1], C[Disable], Cmd [~02RD], Rec [!0200]Raw [21 30 32 30 30 ]
3:44:31 PM-> [0]DCON GET_MODULE_CONFIG,B[115200],F[N,8,1], C[Disable], Cmd [$022], Rec [!02000A02]Raw [21 30 32 30 30 30 41 30 32 ]
3:44:31 PM-> [0]DCON GET_RESPONSE_DELAY_TIME,B[115200],F[N,8,1], C[Disable], Cmd [~02RD], Rec [!0200]Raw [21 30 32 30 30 ]
3:44:32 PM-> [31]DCON GET_CH0_AO_RANGE_SLEW,B[115200],F[N,8,1], C[Disable], Cmd [$0290], Rec [!0230]Raw [21 30 32 33 30 ]
3:44:32 PM-> [0]DCON GET_BATTERY_BACKUP_ENABLE_STATUS,B[115200],F[N,8,1], C[Disable], Cmd [@02BB], Rec [!0200]Raw [21 30 32 30 30 ]
3:44:32 PM-> [0]DCON GET_CH1_AO_RANGE_SLEW,B[115200],F[N,8,1], C[Disable], Cmd [$0291], Rec [!0230]Raw [21 30 32 33 30 ]
3:44:32 PM-> [0]DCON GET_BATTERY_BACKUP_ENABLE_STATUS,B[115200],F[N,8,1], C[Disable], Cmd [@02BB], Rec [!0200]Raw [21 30 32 30 30 ]
3:44:32 PM-> [0]DCON GET_CH2_AO_RANGE_SLEW,B[115200],F[N,8,1], C[Disable], Cmd [$0292], Rec [!0230]Raw [21 30 32 33 30 ]
3:44:32 PM-> [0]DCON GET_BATTERY_BACKUP_ENABLE_STATUS,B[115200],F[N,8,1], C[Disable], Cmd [@02BB], Rec [!0200]Raw [21 30 32 30 30 ]
3:44:32 PM-> [0]DCON GET_CH3_AO_RANGE_SLEW,B[115200],F[N,8,1], C[Disable], Cmd [$0293], Rec [!0230]Raw [21 30 32 33 30 ]
3:44:32 PM-> [16]DCON GET_BATTERY_BACKUP_ENABLE_STATUS,B[115200],F[N,8,1], C[Disable], Cmd [@02BB], Rec [!0200]Raw [21 30 32 30 30 ]
3:44:32 PM-> [0]DCON READ_CH0_LAST_AO,B[115200],F[N,8,1], C[Disable], Cmd [$0260], Rec [!020000]Raw [21 30 32 30 30 30 30 ]
3:44:32 PM-> [0]DCON READ_CH1_LAST_AO,B[115200],F[N,8,1], C[Disable], Cmd [$0261], Rec [!020000]Raw [21 30 32 30 30 30 30 ]
3:44:32 PM-> [0]DCON READ_CH2_LAST_AO,B[115200],F[N,8,1], C[Disable], Cmd [$0262], Rec [!020000]Raw [21 30 32 30 30 30 30 ]
3:44:32 PM-> [0]DCON READ_CH3_LAST_AO,B[115200],F[N,8,1], C[Disable], Cmd [$0263], Rec [!020000]Raw [21 30 32 30 30 30 30 ]
3:44:32 PM-> [125]DCON READ_WDT_STATUS,B[115200],F[N,8,1], C[Disable], Cmd [~020], Rec [!0200]Raw [21 30 32 30 30 ]
